,Portfolio,AssetType,AssetNumber,Ticker,Name,Units,CurrentMarketValue,AverageCost,LastPrice,CurrentWeight,PostTradeMarketValue,PostTradeWeight,IndicativeYield,OptPC,OptStrike,OptExpiryYYYYMMDD,symbol,max_date,VALUE_DATE,EXPIRY,STRIKE,RISK_MULTIPLIER,RISK_UNITS
90,BDIN_Portfolio,CA,8,USD/CAD 8/18/2021 Curncy,USD/CAD R  8/18/2021,177433.3,0.0,1.2625,1.26235,0.0,0.0,0.0,0.0,,0.0,,USD/CAD,2050-12-31,2021-08-18,,1.0,1.0,177433.3
91,BDIN_Portfolio,CA,9,EUR/CAD 8/18/2021 Curncy,EUR/CAD R  8/18/2021,-255.2,0.0,1.4786,1.478116,0.0,0.0,0.0,0.0,,0.0,,EUR/CAD,2050-12-31,2021-08-18,,1.0,1.0,-255.2
92,BDIN_Portfolio,CA,10,EUR/CAD 8/18/2021 Curncy,EUR/CAD R  8/18/2021,172.6,0.0,1.4786,1.478116,0.0,0.0,0.0,0.0,,0.0,,EUR/CAD,2050-12-31,2021-08-18,,1.0,1.0,172.6
93,BDOP_Portfolio,EQ,1,PLAY US Equity,Dave & Buster's Entertainment Inc,73068.0,3087552.3871,35.5086,33.470001,5.0,3087552.0,5.0,0.0,,0.0,,PLAY,2050-12-31,2021-08-18,,1.0,1.0,73068.0
94,BDOP_Portfolio,EQ,2,ATL IM Equity,Atlantia SpA,126336.0,2937735.1234,15.846,15.73,4.7,2937735.0,4.7,0.0,,0.0,,ATL,2050-12-31,2021-08-18,,1.0,1.0,126336.0
95,BDOP_Portfolio,EQ,3,SSPG LN Equity,SSP Group Plc,664381.0,2928060.4036,296.6003,254.100006,4.7,2928060.0,4.7,0.0,,0.0,,SSPG,2050-12-31,2021-08-18,,1.0,1.0,664381.0
96,BDOP_Portfolio,EQ,4,TKA GR Equity,thyssenkrupp AG,214433.0,2745785.3873,9.8835,8.662,4.4,2745785.0,4.4,0.0,,0.0,,TKA,2050-12-31,2021-08-18,,1.0,1.0,214433.0
97,BDOP_Portfolio,EQ,5,MSGE US Equity,Madison Square Garden Entertainment Corp,32215.0,2535050.7738,71.3477,62.330002,4.1,2535051.0,4.1,0.0,,0.0,,MSGE,2050-12-31,2021-08-18,,1.0,1.0,32215.0
98,BDOP_Portfolio,EQ,6,COTY US Equity,Coty Inc,254449.0,2531385.9133,8.4899,7.88,4.1,2531386.0,4.1,0.0,,0.0,,COTY,2050-12-31,2021-08-18,,1.0,1.0,254449.0
99,BDOP_Portfolio,EQ,7,AC FP Equity,Accor SA,60418.0,2519568.1098,31.4883,28.209991,4.0,2519568.0,4.0,0.0,,0.0,,AC,2050-12-31,2021-08-18,,1.0,1.0,60418.0
100,BDOP_Portfolio,EQ,8,NOK US Equity,Nokia Oyj,330195.0,2476215.0764,5.7942,5.93,4.0,2476215.0,4.0,0.0,,0.0,,NOK,2050-12-31,2021-08-18,,1.0,1.0,330195.0
101,BDOP_Portfolio,EQ,9,DUFN SW Equity,Dufry AG,37494.0,2449064.8646,53.3232,47.339996,3.9,2449065.0,3.9,0.0,,0.0,,DUFN,2050-12-31,2021-08-18,,1.0,1.0,37494.0
102,BDOP_Portfolio,EQ,10,ALSEA* MM Equity,Alsea SAB de CV,1024774.0,2445151.6011,25.5517,37.820007,3.9,2445152.0,3.9,0.0,,0.0,,ALSEA*,2050-12-31,2021-08-18,,1.0,1.0,1024774.0
103,BDOP_Portfolio,EQ,11,TAL US Equity,TAL Education Group,365270.0,2402609.1013,16.3838,5.2,3.9,2402609.0,3.9,0.0,,0.0,,TAL,2050-12-31,2021-08-18,,1.0,1.0,365270.0
104,BDOP_Portfolio,EQ,12,WYNN US Equity,Wynn Resorts Ltd,20612.0,2393043.0687,94.9448,91.960007,3.8,2393043.0,3.8,0.0,,0.0,,WYNN,2050-12-31,2021-08-18,,1.0,1.0,20612.0
105,BDOP_Portfolio,EQ,13,REAL US Equity,RealReal Inc/The,150054.0,2339623.2835,18.6411,12.35,3.8,2339623.0,3.8,0.0,,0.0,,REAL,2050-12-31,2021-08-18,,1.0,1.0,150054.0
106,BDOP_Portfolio,EQ,14,AENA SM Equity,Aena SME SA,11682.0,2335668.9055,140.6434,135.25,3.7,2335669.0,3.7,0.0,,0.0,,AENA,2050-12-31,2021-08-18,,1.0,1.0,11682.0
107,BDOP_Portfolio,EQ,15,ANGI US Equity,Angi Inc,179172.0,2262046.5,12.9952,10.0,3.6,2262047.0,3.6,0.0,,0.0,,ANGI,2050-12-31,2021-08-18,,1.0,1.0,179172.0
108,BDOP_Portfolio,EQ,16,MEL SM Equity,Melia Hotels International SA,258179.0,2205236.8755,6.1323,5.778,3.5,2205237.0,3.5,0.0,,0.0,,MEL,2050-12-31,2021-08-18,,1.0,1.0,258179.0
